Outcome,Patch,Blue1,Blue2,Blue3,Blue4,Blue5,Red1,Red2,Red3,Red4,Red5
1,12.03,GravesTop,ViegoJungle,RyzeMid,ZeriBot,LeonaSupport,DariusTop,Lee SinJungle,LeBlancMid,TristanaBot,NautilusSupport
0,12.02,JaxTop,HecarimJungle,VeigarMid,JhinBot,Tahm KenchSupport,CamilleTop,Lee SinJungle,VexMid,ApheliosBot,ThreshSupport
1,12.02,KennenTop,VolibearJungle,RyzeMid,CaitlynBot,LuxSupport,GwenTop,Lee SinJungle,LeBlancMid,JinxBot,KarmaSupport
1,12.03,MalphiteTop,TrundleJungle,ViktorMid,ZeriBot,YuumiSupport,GravesTop,KindredJungle,SylasMid,TristanaBot,NautilusSupport
1,12.03,GragasTop,Lee SinJungle,AzirMid,TristanaBot,NautilusSupport,JayceTop,PoppyJungle,AhriMid,JinxBot,LeonaSupport
1,12.03,GangplankTop,Xin ZhaoJungle,SyndraMid,ApheliosBot,LeonaSupport,GnarTop,Lee SinJungle,VeigarMid,JinxBot,AlistarSupport
0,12.02,GwenTop,Xin ZhaoJungle,Twisted FateMid,ApheliosBot,NautilusSupport,JaxTop,Lee SinJungle,GalioMid,JinxBot,LuluSupport
1,12.02,JaxTop,ViegoJungle,CorkiMid,ApheliosBot,NautilusSupport,GwenTop,Lee SinJungle,VexMid,JinxBot,Tahm KenchSupport
1,12.03,SettTop,Xin ZhaoJungle,LeBlancMid,Kai'SaBot,NautilusSupport,AatroxTop,Lee SinJungle,SyndraMid,JhinBot,LeonaSupport
1,12.03,GravesTop,Xin ZhaoJungle,RyzeMid,ApheliosBot,Tahm KenchSupport,NasusTop,GwenJungle,ViktorMid,JinxBot,ThreshSupport
1,12.03,GnarTop,Lee SinJungle,LeBlancMid,ApheliosBot,YuumiSupport,IreliaTop,Xin ZhaoJungle,ZoeMid,JinxBot,LeonaSupport
0,12.03,GwenTop,DianaJungle,GravesMid,JinxBot,RakanSupport,TryndamereTop,Xin ZhaoJungle,CorkiMid,SeraphineBot,KarmaSupport
0,12.02,AkaliTop,Xin ZhaoJungle,OriannaMid,JinxBot,LeonaSupport,GwenTop,OlafJungle,VexMid,ApheliosBot,NautilusSupport
1,12.02,GwenTop,ViegoJungle,VexMid,JinxBot,NautilusSupport,GravesTop,Xin ZhaoJungle,SyndraMid,JhinBot,KarmaSupport
0,12.03,JayceTop,PoppyJungle,ViktorMid,JinxBot,ThreshSupport,OrnnTop,Lee SinJungle,CorkiMid,ApheliosBot,LeonaSupport
0,12.03,GwenTop,VolibearJungle,ZoeMid,JinxBot,BlitzcrankSupport,JaxTop,Lee SinJungle,SyndraMid,ApheliosBot,ThreshSupport
0,12.03,AatroxTop,Xin ZhaoJungle,ViktorMid,JhinBot,NautilusSupport,AkaliTop,OlafJungle,SyndraMid,SennaBot,Tahm KenchSupport
0,12.03,CamilleTop,Xin ZhaoJungle,RyzeMid,Kai'SaBot,NautilusSupport,JaxTop,TrundleJungle,AniviaMid,EzrealBot,BraumSupport
1,12.03,CamilleTop,DianaJungle,YoneMid,JinxBot,LeonaSupport,AkaliTop,ViegoJungle,RyzeMid,ApheliosBot,Tahm KenchSupport
1,12.03,JayceTop,ViegoJungle,ViktorMid,JinxBot,LeonaSupport,AkshanTop,DianaJungle,RenektonMid,JhinBot,AlistarSupport
1,12.03,GravesTop,Xin ZhaoJungle,SylasMid,VarusBot,ThreshSupport,GragasTop,Jarvan IVJungle,ViktorMid,JinxBot,SorakaSupport
0,12.03,AkshanTop,ZedJungle,AhriMid,JinxBot,ThreshSupport,GnarTop,ViegoJungle,VexMid,ApheliosBot,LeonaSupport
1,12.03,Lee SinTop,ViegoJungle,KarthusMid,JhinBot,NautilusSupport,RenektonTop,DianaJungle,YasuoMid,ZeriBot,RellSupport
1,12.03,GwenTop,Jarvan IVJungle,Twisted FateMid,JinxBot,LeonaSupport,JayceTop,HecarimJungle,VexMid,ApheliosBot,NautilusSupport
1,12.03,GwenTop,VolibearJungle,ViktorMid,JinxBot,ThreshSupport,TryndamereTop,Lee SinJungle,SyndraMid,JhinBot,PykeSupport
0,12.03,AkaliTop,VolibearJungle,ViktorMid,JinxBot,RellSupport,AatroxTop,Lee SinJungle,CassiopeiaMid,ApheliosBot,Tahm KenchSupport
1,12.03,GravesTop,Xin ZhaoJungle,Twisted FateMid,JinxBot,AlistarSupport,GnarTop,Lee SinJungle,RyzeMid,CaitlynBot,LeonaSupport
1,12.03,RenektonTop,ViegoJungle,ViktorMid,JinxBot,LeonaSupport,GangplankTop,Xin ZhaoJungle,SeraphineMid,ApheliosBot,BraumSupport
0,12.03,GravesTop,Xin ZhaoJungle,AhriMid,KalistaBot,SettSupport,GnarTop,Lee SinJungle,RyzeMid,ApheliosBot,Tahm KenchSupport
1,12.03,LissandraTop,VolibearJungle,VladimirMid,ZeriBot,LeonaSupport,AzirTop,Lee SinJungle,ZileanMid,JinxBot,ThreshSupport
1,12.03,JaxTop,GravesJungle,RyzeMid,Kai'SaBot,NautilusSupport,SettTop,Xin ZhaoJungle,VeigarMid,KarmaBot,LeonaSupport
0,12.03,GragasTop,Jarvan IVJungle,CorkiMid,ApheliosBot,ThreshSupport,GravesTop,VolibearJungle,OriannaMid,JinxBot,NautilusSupport
0,12.03,GnarTop,Xin ZhaoJungle,AzirMid,ApheliosBot,BraumSupport,JayceTop,TrundleJungle,ViktorMid,JinxBot,LeonaSupport
0,12.03,SionTop,ViegoJungle,IreliaMid,SeraphineBot,KarmaSupport,JayceTop,Lee SinJungle,ZoeMid,CaitlynBot,BraumSupport
0,12.03,GnarTop,Xin ZhaoJungle,SylasMid,JinxBot,ThreshSupport,GravesTop,Lee SinJungle,Twisted FateMid,JhinBot,RakanSupport
0,12.03,OrnnTop,Xin ZhaoJungle,AhriMid,ApheliosBot,ThreshSupport,AatroxTop,VolibearJungle,OriannaMid,JinxBot,LuluSupport
0,12.03,GravesTop,Rek'SaiJungle,RyzeMid,JhinBot,NautilusSupport,GwenTop,Jarvan IVJungle,OriannaMid,JinxBot,Tahm KenchSupport
1,12.03,VeigarTop,VolibearJungle,IreliaMid,JhinBot,LeonaSupport,JayceTop,Xin ZhaoJungle,XerathMid,EzrealBot,BraumSupport
0,12.03,GnarTop,TrundleJungle,CorkiMid,ApheliosBot,LeonaSupport,TryndamereTop,HecarimJungle,VeigarMid,JinxBot,ThreshSupport
1,12.03,GravesTop,TrundleJungle,SylasMid,JinxBot,ThreshSupport,CamilleTop,HecarimJungle,AhriMid,CaitlynBot,KarmaSupport
1,12.03,GwenTop,HecarimJungle,ViktorMid,Kai'SaBot,RakanSupport,JayceTop,Xin ZhaoJungle,RyzeMid,EzrealBot,Tahm KenchSupport
0,12.03,KarmaTop,Xin ZhaoJungle,RyzeMid,JinxBot,AlistarSupport,CamilleTop,NocturneJungle,OriannaMid,KarthusBot,SennaSupport
1,12.03,GnarTop,HecarimJungle,VeigarMid,JinxBot,ThreshSupport,TryndamereTop,Xin ZhaoJungle,CorkiMid,ApheliosBot,LeonaSupport
0,12.03,CamilleTop,Xin ZhaoJungle,AhriMid,JinxBot,LuluSupport,JayceTop,TrundleJungle,ViktorMid,VarusBot,Tahm KenchSupport
0,12.04,ApheliosTop,MalphiteJungle,KarmaMid,HecarimBot,VladimirSupport,JayceTop,Lee SinJungle,AhriMid,JhinBot,AmumuSupport
1,12.02,AkaliTop,ViegoJungle,RyzeMid,ZeriBot,LeonaSupport,GwenTop,Xin ZhaoJungle,VeigarMid,ApheliosBot,ThreshSupport
0,12.03,GravesTop,HecarimJungle,VexMid,JinxBot,LeonaSupport,MalphiteTop,DianaJungle,YasuoMid,ApheliosBot,LuluSupport
0,12.02,JayceTop,VolibearJungle,CorkiMid,ZeriBot,BraumSupport,GwenTop,Xin ZhaoJungle,VexMid,Kai'SaBot,NautilusSupport
0,12.03,UrgotTop,HecarimJungle,OriannaMid,JhinBot,YuumiSupport,VayneTop,Jarvan IVJungle,SyndraMid,SennaBot,Tahm KenchSupport
0,12.03,GwenTop,Lee SinJungle,AkaliMid,ApheliosBot,LeonaSupport,JaxTop,Rek'SaiJungle,SyndraMid,JinxBot,Tahm KenchSupport
1,12.02,GragasTop,ViegoJungle,RyzeMid,CaitlynBot,LuxSupport,CamilleTop,Lee SinJungle,LeBlancMid,ApheliosBot,LeonaSupport
0,12.03,CamilleTop,ViegoJungle,TryndamereMid,SivirBot,ZileanSupport,GravesTop,Xin ZhaoJungle,RyzeMid,ApheliosBot,AlistarSupport
1,12.03,TryndamereTop,Xin ZhaoJungle,RyzeMid,VarusBot,Tahm KenchSupport,GravesTop,ViegoJungle,ZoeMid,JinxBot,NautilusSupport
0,12.02,RenektonTop,SejuaniJungle,CorkiMid,SennaBot,Tahm KenchSupport,MordekaiserTop,Lee SinJungle,OriannaMid,JinxBot,KarmaSupport
0,12.02,RenektonTop,Xin ZhaoJungle,SylasMid,ZeriBot,NautilusSupport,GnarTop,HecarimJungle,LeBlancMid,JinxBot,SettSupport
0,12.03,GwenTop,TrundleJungle,AhriMid,LucianBot,NamiSupport,AkaliTop,Xin ZhaoJungle,ViktorMid,ZeriBot,PykeSupport
1,12.03,GwenTop,Lee SinJungle,RyzeMid,CaitlynBot,LuxSupport,JayceTop,Jarvan IVJungle,SyndraMid,ZeriBot,KarmaSupport
1,12.02,GwenTop,HecarimJungle,OriannaMid,ApheliosBot,ThreshSupport,MordekaiserTop,Lee SinJungle,ViktorMid,JinxBot,NautilusSupport
1,12.02,RenektonTop,ViegoJungle,OriannaMid,ZeriBot,NautilusSupport,GravesTop,Xin ZhaoJungle,ViktorMid,JinxBot,BraumSupport
0,12.03,GravesTop,VolibearJungle,RyzeMid,ApheliosBot,AlistarSupport,GwenTop,Xin ZhaoJungle,AkaliMid,VarusBot,LeonaSupport
1,12.02,GnarTop,Lee SinJungle,OriannaMid,SennaBot,Tahm KenchSupport,GwenTop,Xin ZhaoJungle,RyzeMid,ApheliosBot,NautilusSupport
0,12.02,TryndamereTop,Xin ZhaoJungle,OriannaMid,ZeriBot,NautilusSupport,GravesTop,HecarimJungle,ViktorMid,JinxBot,LeonaSupport
0,12.03,GravesTop,ViegoJungle,RyzeMid,JinxBot,LeonaSupport,AkaliTop,Lee SinJungle,ZoeMid,ApheliosBot,NautilusSupport
1,12.02,GravesTop,Lee SinJungle,VeigarMid,ZeriBot,NautilusSupport,JaxTop,Xin ZhaoJungle,CorkiMid,TristanaBot,SettSupport
1,12.02,GwenTop,ViegoJungle,VexMid,JinxBot,RakanSupport,JayceTop,VolibearJungle,SyndraMid,ApheliosBot,NautilusSupport
1,12.02,GwenTop,Lee SinJungle,OriannaMid,JinxBot,LuluSupport,GravesTop,ViegoJungle,AzirMid,SennaBot,Tahm KenchSupport
0,12.03,AatroxTop,GravesJungle,VexMid,DravenBot,LeonaSupport,GnarTop,VolibearJungle,RyzeMid,TwitchBot,Tahm KenchSupport
0,12.03,GravesTop,Xin ZhaoJungle,OriannaMid,JinxBot,ThreshSupport,GnarTop,TrundleJungle,VexMid,JhinBot,NautilusSupport
1,12.03,GravesTop,TrundleJungle,ZoeMid,VarusBot,ThreshSupport,GnarTop,Xin ZhaoJungle,OriannaMid,ApheliosBot,Tahm KenchSupport
0,12.03,GwenTop,Jarvan IVJungle,RyzeMid,EzrealBot,NautilusSupport,SettTop,HecarimJungle,VexMid,JhinBot,LeonaSupport
0,12.03,CamilleTop,Lee SinJungle,AhriMid,JinxBot,LuluSupport,PoppyTop,HecarimJungle,ZoeMid,ApheliosBot,RellSupport
0,12.03,SettTop,VolibearJungle,SyndraMid,SivirBot,Tahm KenchSupport,AatroxTop,HecarimJungle,ViktorMid,JinxBot,LeonaSupport
1,12.03,GnarTop,Xin ZhaoJungle,ViktorMid,ApheliosBot,RakanSupport,GravesTop,ViegoJungle,RyzeMid,JinxBot,JannaSupport
0,12.03,GwenTop,Xin ZhaoJungle,SylasMid,VarusBot,Jarvan IVSupport,ZileanTop,DianaJungle,IreliaMid,ApheliosBot,LeonaSupport
1,12.03,JayceTop,Jarvan IVJungle,RyzeMid,TristanaBot,LeonaSupport,GragasTop,NocturneJungle,OriannaMid,JhinBot,RakanSupport
0,12.03,TrundleTop,Lee SinJungle,SyndraMid,LucianBot,JannaSupport,JayceTop,Xin ZhaoJungle,LuxMid,EzrealBot,RakanSupport
1,12.03,OrnnTop,ViegoJungle,OriannaMid,JinxBot,NautilusSupport,AatroxTop,Lee SinJungle,SylasMid,ApheliosBot,BraumSupport
1,12.03,GravesTop,Xin ZhaoJungle,CorkiMid,EzrealBot,RakanSupport,GnarTop,Jarvan IVJungle,YoneMid,SyndraBot,NautilusSupport
0,12.03,GnarTop,GravesJungle,KarmaMid,EzrealBot,LeonaSupport,CamilleTop,NidaleeJungle,CorkiMid,JhinBot,NautilusSupport
0,12.03,GnarTop,Xin ZhaoJungle,ViktorMid,JhinBot,KarmaSupport,CamilleTop,ViegoJungle,AhriMid,SennaBot,Tahm KenchSupport
1,12.03,RenektonTop,TrundleJungle,VeigarMid,JinxBot,ThreshSupport,CamilleTop,VolibearJungle,CorkiMid,SivirBot,SorakaSupport
1,12.03,GnarTop,HecarimJungle,VexMid,JhinBot,Tahm KenchSupport,RenektonTop,ViegoJungle,SylasMid,XayahBot,LeonaSupport
0,12.03,GragasTop,Xin ZhaoJungle,ViktorMid,JinxBot,KarmaSupport,JaxTop,Kha'ZixJungle,XerathMid,ApheliosBot,RakanSupport
0,12.03,GravesTop,UdyrJungle,LeBlancMid,ApheliosBot,LeonaSupport,GnarTop,Jarvan IVJungle,RyzeMid,ZiggsBot,YuumiSupport
0,12.03,GwenTop,ViegoJungle,OriannaMid,ZeriBot,LeonaSupport,GnarTop,PoppyJungle,VeigarMid,ApheliosBot,AlistarSupport
0,12.03,OrnnTop,Xin ZhaoJungle,XerathMid,JinxBot,KarmaSupport,GravesTop,EvelynnJungle,CorkiMid,ApheliosBot,NautilusSupport
0,12.03,GravesTop,IvernJungle,CassiopeiaMid,ApheliosBot,NautilusSupport,TryndamereTop,Xin ZhaoJungle,RyzeMid,JinxBot,AlistarSupport
0,12.03,GwenTop,Lee SinJungle,IreliaMid,JinxBot,RakanSupport,GnarTop,DianaJungle,YasuoMid,ApheliosBot,ThreshSupport
1,12.03,GnarTop,Lee SinJungle,SylasMid,VarusBot,BlitzcrankSupport,WukongTop,ViegoJungle,LeBlancMid,ApheliosBot,AlistarSupport
0,12.03,GravesTop,KaynJungle,YasuoMid,ZiggsBot,PykeSupport,GnarTop,HecarimJungle,VexMid,JinxBot,LeonaSupport
0,12.03,SionTop,HecarimJungle,RyzeMid,JhinBot,LeonaSupport,GwenTop,Xin ZhaoJungle,OriannaMid,VarusBot,BraumSupport
0,12.03,GnarTop,VolibearJungle,KassadinMid,EzrealBot,YuumiSupport,OrnnTop,Jarvan IVJungle,VeigarMid,TwitchBot,RakanSupport
0,12.03,GnarTop,GragasJungle,IreliaMid,JinxBot,JannaSupport,CamilleTop,ViegoJungle,RyzeMid,ApheliosBot,ThreshSupport
1,12.03,RenektonTop,VolibearJungle,RyzeMid,JinxBot,PykeSupport,GragasTop,Jarvan IVJungle,ViktorMid,ApheliosBot,ThreshSupport
0,12.03,GwenTop,VolibearJungle,OriannaMid,VarusBot,LeonaSupport,JaxTop,Lee SinJungle,RyzeMid,JhinBot,BraumSupport
0,12.03,OrnnTop,Xin ZhaoJungle,SyndraMid,ApheliosBot,KarmaSupport,CamilleTop,VolibearJungle,LuxMid,JinxBot,LuluSupport
1,12.03,JayceTop,HecarimJungle,VeigarMid,EzrealBot,KarmaSupport,KennenTop,Lee SinJungle,YasuoMid,ApheliosBot,RakanSupport
1,12.03,GnarTop,ViegoJungle,RyzeMid,JinxBot,TaricSupport,JayceTop,TrundleJungle,CorkiMid,JhinBot,LeonaSupport
0,12.03,OrnnTop,Lee SinJungle,CorkiMid,ApheliosBot,LeonaSupport,GangplankTop,Xin ZhaoJungle,OriannaMid,JinxBot,NautilusSupport
0,12.03,GwenTop,ViegoJungle,ZileanMid,SennaBot,Tahm KenchSupport,GnarTop,HecarimJungle,OriannaMid,ApheliosBot,YuumiSupport
0,12.03,RenektonTop,Xin ZhaoJungle,ViktorMid,JinxBot,LeonaSupport,CamilleTop,VolibearJungle,AhriMid,ApheliosBot,RakanSupport
0,12.03,GwenTop,TrundleJungle,YasuoMid,VarusBot,NautilusSupport,JayceTop,Xin ZhaoJungle,CorkiMid,JinxBot,BraumSupport
1,12.03,TrundleTop,Lee SinJungle,RyzeMid,ApheliosBot,ThreshSupport,OrnnTop,Xin ZhaoJungle,LeBlancMid,JhinBot,Tahm KenchSupport
1,12.03,IreliaTop,GravesJungle,AhriMid,ZeriBot,RakanSupport,GnarTop,Jarvan IVJungle,VexMid,CaitlynBot,LuxSupport
1,12.03,AkshanTop,VolibearJungle,SyndraMid,LucianBot,NamiSupport,RivenTop,ViegoJungle,RyzeMid,EzrealBot,KarmaSupport
1,12.04,GravesTop,OlafJungle,SeraphineMid,ApheliosBot,LeonaSupport,GragasTop,Xin ZhaoJungle,CassiopeiaMid,ZeriBot,ThreshSupport
1,12.04,CamilleTop,Jarvan IVJungle,AhriMid,ZeriBot,LeonaSupport,GravesTop,Lee SinJungle,ViktorMid,ApheliosBot,NautilusSupport
1,12.03,GravesTop,Jarvan IVJungle,VeigarMid,JinxBot,ThreshSupport,JayceTop,UdyrJungle,CorkiMid,JhinBot,NautilusSupport
0,12.03,GragasTop,UdyrJungle,TristanaMid,ApheliosBot,LeonaSupport,AatroxTop,Jarvan IVJungle,RyzeMid,ZeriBot,GalioSupport
0,12.04,AkaliTop,HecarimJungle,RyzeMid,ApheliosBot,Tahm KenchSupport,GravesTop,Xin ZhaoJungle,VeigarMid,ZeriBot,ThreshSupport
1,12.04,JayceTop,Jarvan IVJungle,RumbleMid,ZeriBot,LeonaSupport,GravesTop,EliseJungle,SylasMid,ApheliosBot,NautilusSupport
1,12.03,FioraTop,Lee SinJungle,AkaliMid,ApheliosBot,ThreshSupport,GnarTop,LilliaJungle,KledMid,ZiggsBot,KarmaSupport
1,12.03,OrnnTop,Nunu & WillumpJungle,CassiopeiaMid,JinxBot,ThreshSupport,CamilleTop,Xin ZhaoJungle,RyzeMid,SennaBot,Dr. MundoSupport
1,12.03,GangplankTop,Jarvan IVJungle,AhriMid,ApheliosBot,LeonaSupport,AkshanTop,VolibearJungle,AzirMid,JhinBot,RakanSupport
1,12.04,GravesTop,Jarvan IVJungle,OriannaMid,EzrealBot,KarmaSupport,GragasTop,Xin ZhaoJungle,OrnnMid,VayneBot,LuluSupport
1,12.04,GangplankTop,HecarimJungle,RyzeMid,ApheliosBot,ThreshSupport,AatroxTop,GravesJungle,ZoeMid,EzrealBot,KarmaSupport
1,12.03,GwenTop,ViegoJungle,AhriMid,ApheliosBot,ThreshSupport,FioraTop,GravesJungle,VeigarMid,SennaBot,WukongSupport
1,12.03,GravesTop,Xin ZhaoJungle,SyndraMid,ApheliosBot,NautilusSupport,RenektonTop,OlafJungle,DianaMid,ZiggsBot,KarmaSupport
0,12.03,GravesTop,ViegoJungle,ZoeMid,ApheliosBot,BraumSupport,MalphiteTop,Lee SinJungle,RyzeMid,JinxBot,LuluSupport
1,12.04,GnarTop,VolibearJungle,AkaliMid,ApheliosBot,ThreshSupport,CamilleTop,Xin ZhaoJungle,ZoeMid,EzrealBot,KarmaSupport
0,12.04,GragasTop,ViegoJungle,RyzeMid,ZeriBot,LuluSupport,GwenTop,Kha'ZixJungle,CassiopeiaMid,Tahm KenchBot,SennaSupport
0,12.03,ZeriTop,Lee SinJungle,RyzeMid,JhinBot,BraumSupport,IreliaTop,GravesJungle,AhriMid,JinxBot,NautilusSupport
0,12.03,AatroxTop,Lee SinJungle,AkaliMid,ApheliosBot,ZileanSupport,WukongTop,DianaJungle,VexMid,JhinBot,GalioSupport
1,12.04,GwenTop,OlafJungle,SeraphineMid,SivirBot,YuumiSupport,AkaliTop,Xin ZhaoJungle,AniviaMid,VayneBot,SennaSupport
1,12.04,GwenTop,Kha'ZixJungle,SyndraMid,EzrealBot,NautilusSupport,JayceTop,ViegoJungle,IreliaMid,ZiggsBot,RellSupport
1,12.03,SettTop,HecarimJungle,ViktorMid,JinxBot,LuluSupport,JayceTop,Lee SinJungle,RyzeMid,SennaBot,Tahm KenchSupport
0,12.03,RenektonTop,HecarimJungle,OriannaMid,ZeriBot,NautilusSupport,GnarTop,Xin ZhaoJungle,ViktorMid,JinxBot,LeonaSupport
0,12.03,GragasTop,DianaJungle,QiyanaMid,ApheliosBot,KarmaSupport,ShenTop,Xin ZhaoJungle,VeigarMid,ZeriBot,LuluSupport
1,12.03,TryndamereTop,DianaJungle,YasuoMid,SyndraBot,LeonaSupport,GwenTop,ViegoJungle,OriannaMid,ApheliosBot,Tahm KenchSupport
1,12.03,GravesTop,HecarimJungle,RyzeMid,JinxBot,Tahm KenchSupport,GnarTop,GwenJungle,ViktorMid,JhinBot,LeonaSupport
0,12.02,JaxTop,ViegoJungle,CorkiMid,ApheliosBot,NautilusSupport,GwenTop,Xin ZhaoJungle,ViktorMid,JinxBot,RakanSupport
0,12.03,RenektonTop,GravesJungle,LeBlancMid,ApheliosBot,Tahm KenchSupport,GwenTop,Xin ZhaoJungle,RyzeMid,JinxBot,LeonaSupport
0,12.02,CamilleTop,ViegoJungle,CorkiMid,ApheliosBot,NautilusSupport,JaxTop,Xin ZhaoJungle,ViktorMid,JinxBot,RakanSupport
0,12.03,GangplankTop,VolibearJungle,CassiopeiaMid,JinxBot,Tahm KenchSupport,Cho'GathTop,Xin ZhaoJungle,CorkiMid,ApheliosBot,YuumiSupport
1,12.03,RenektonTop,DianaJungle,SyndraMid,ApheliosBot,RakanSupport,GragasTop,GravesJungle,ViktorMid,JinxBot,Tahm KenchSupport
1,12.02,KennenTop,ViegoJungle,RyzeMid,ApheliosBot,NautilusSupport,GravesTop,Xin ZhaoJungle,Twisted FateMid,ZeriBot,LeonaSupport
1,12.03,JayceTop,Xin ZhaoJungle,Twisted FateMid,JhinBot,LeonaSupport,GravesTop,ViegoJungle,ViktorMid,ApheliosBot,Tahm KenchSupport
0,12.02,GragasTop,GravesJungle,VexMid,JinxBot,NautilusSupport,JayceTop,HecarimJungle,Twisted FateMid,ApheliosBot,LeonaSupport
0,12.02,KennenTop,HecarimJungle,VeigarMid,JinxBot,LeonaSupport,CamilleTop,Xin ZhaoJungle,GalioMid,ZeriBot,NautilusSupport
1,12.03,GwenTop,Lee SinJungle,CorkiMid,JhinBot,NautilusSupport,SettTop,GravesJungle,OriannaMid,ApheliosBot,ThreshSupport
1,12.03,CamilleTop,TrundleJungle,RyzeMid,ZeriBot,YuumiSupport,GravesTop,Xin ZhaoJungle,SyndraMid,JinxBot,AlistarSupport
0,12.03,GangplankTop,GwenJungle,SorakaMid,SennaBot,SionSupport,TryndamereTop,HecarimJungle,OriannaMid,EzrealBot,KarmaSupport
0,12.03,GravesTop,Jarvan IVJungle,CorkiMid,ApheliosBot,Tahm KenchSupport,GnarTop,VolibearJungle,ViktorMid,JinxBot,NautilusSupport
1,12.03,CamilleTop,Jarvan IVJungle,LeBlancMid,ZeriBot,LeonaSupport,JayceTop,Lee SinJungle,ViktorMid,EzrealBot,BardSupport
1,12.03,GravesTop,QiyanaJungle,LuxMid,JhinBot,YuumiSupport,TryndamereTop,Lee SinJungle,AkaliMid,JinxBot,ThreshSupport
1,12.03,GnarTop,ViegoJungle,KassadinMid,ApheliosBot,AlistarSupport,CamilleTop,VolibearJungle,ViktorMid,JinxBot,NautilusSupport
0,12.03,RenektonTop,Jarvan IVJungle,ViktorMid,JinxBot,LeonaSupport,SionTop,GravesJungle,RyzeMid,ApheliosBot,BraumSupport
0,12.03,RenektonTop,Xin ZhaoJungle,XerathMid,JinxBot,KarmaSupport,SionTop,HecarimJungle,SyndraMid,ApheliosBot,ThreshSupport
1,12.03,GravesTop,HecarimJungle,ZileanMid,ApheliosBot,ThreshSupport,RenektonTop,LilliaJungle,YoneMid,JinxBot,LuluSupport
0,12.03,OrnnTop,Xin ZhaoJungle,ViktorMid,VarusBot,ThreshSupport,JaxTop,GragasJungle,SylasMid,ApheliosBot,Tahm KenchSupport
1,12.03,GnarTop,HecarimJungle,SeraphineMid,JhinBot,RakanSupport,TryndamereTop,Jarvan IVJungle,ViktorMid,EzrealBot,KarmaSupport
1,12.03,JayceTop,ViegoJungle,SyndraMid,JinxBot,BlitzcrankSupport,TryndamereTop,GwenJungle,AkaliMid,VarusBot,NautilusSupport
1,12.03,GwenTop,Lee SinJungle,ViktorMid,JinxBot,RakanSupport,CamilleTop,HecarimJungle,Twisted FateMid,EzrealBot,YuumiSupport
0,12.03,CamilleTop,ViegoJungle,RyzeMid,JinxBot,Tahm KenchSupport,JaxTop,HecarimJungle,AhriMid,AsheBot,GalioSupport
0,12.03,GnarTop,Rek'SaiJungle,AhriMid,ZeriBot,BlitzcrankSupport,CamilleTop,Jarvan IVJungle,LeBlancMid,ApheliosBot,ThreshSupport
0,12.03,CamilleTop,ViegoJungle,ViktorMid,JinxBot,NautilusSupport,AatroxTop,Xin ZhaoJungle,Vel'KozMid,ApheliosBot,LeonaSupport
1,12.03,RenektonTop,GwenJungle,TryndamereMid,JinxBot,NautilusSupport,JaxTop,DianaJungle,YasuoMid,ApheliosBot,LeonaSupport
0,12.03,JayceTop,Xin ZhaoJungle,AhriMid,JinxBot,LeonaSupport,MalphiteTop,GravesJungle,VexMid,KarthusBot,PykeSupport
0,12.03,GravesTop,Lee SinJungle,RyzeMid,JhinBot,BraumSupport,CamilleTop,ViegoJungle,SyndraMid,TristanaBot,LeonaSupport
0,12.03,GnarTop,ViegoJungle,RyzeMid,TwitchBot,RakanSupport,RenektonTop,Xin ZhaoJungle,ViktorMid,JinxBot,LuluSupport
0,12.03,GwenTop,GravesJungle,RyzeMid,XayahBot,LeonaSupport,IreliaTop,HecarimJungle,OriannaMid,EzrealBot,TaricSupport
0,12.03,GangplankTop,Xin ZhaoJungle,OriannaMid,JinxBot,LeonaSupport,GragasTop,ViegoJungle,XerathMid,ApheliosBot,Tahm KenchSupport
0,12.03,GwenTop,Xin ZhaoJungle,SyndraMid,JinxBot,ThreshSupport,GnarTop,ViegoJungle,AhriMid,ApheliosBot,SettSupport
1,12.03,GnarTop,VolibearJungle,ViktorMid,JinxBot,ThreshSupport,GravesTop,Xin ZhaoJungle,SyndraMid,ApheliosBot,LuluSupport
0,12.03,GnarTop,OlafJungle,AkaliMid,EzrealBot,KarmaSupport,AkshanTop,GwenJungle,LeBlancMid,ApheliosBot,LuluSupport
0,12.03,GnarTop,VolibearJungle,RyzeMid,JhinBot,Tahm KenchSupport,GravesTop,Xin ZhaoJungle,ViktorMid,ApheliosBot,LuluSupport
1,12.03,JayceTop,Xin ZhaoJungle,AhriMid,JinxBot,Tahm KenchSupport,GravesTop,Lee SinJungle,VexMid,JhinBot,NautilusSupport
1,12.03,WukongTop,ViegoJungle,ZoeMid,JinxBot,ThreshSupport,GravesTop,Lee SinJungle,SyndraMid,JhinBot,NautilusSupport
1,12.03,SettTop,OlafJungle,Twisted FateMid,ApheliosBot,YuumiSupport,JaxTop,HecarimJungle,OriannaMid,ZiggsBot,RakanSupport
1,12.04,AatroxTop,OlafJungle,SorakaMid,ZeriBot,NautilusSupport,TryndamereTop,Xin ZhaoJungle,VeigarMid,JinxBot,LuluSupport
1,12.04,JayceTop,Lee SinJungle,SyndraMid,XayahBot,RakanSupport,PoppyTop,ViegoJungle,VexMid,JinxBot,ThreshSupport
1,12.03,GravesTop,Rek'SaiJungle,AniviaMid,JinxBot,ThreshSupport,SionTop,Lee SinJungle,RyzeMid,ApheliosBot,LeonaSupport
